0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,6,0,0,5,3,0,6,1,0,0,0,6,0,0,95486976.46933737,0.0,878022799.1581254,0.03620590767489251,56232105.137590505,0.0,4616649.625559916,0.000147628602194997,40273672.383724004,0.0,115300000.0,20984.441653237158
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3,0,3,0,7,8,5,7,0,6,0,0,2,6,0,2,42291505.65437629,0.0,277201288.4752153,0.00014898885395047518,73946120.41768885,0.0,7332080.219521779,0.0,74011736.27191554,0.0,710400000.0,69.50528241385985
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,3,7,2,1,3,1,9,0,1,0,0,1,7,6,1,0,159512409.85228848,0.0,322948567.2427583,0.006505227497609884,20299287.62732069,0.0,21069784.935395602,0.0,70903162.7249229,0.0,297900000.0,3453.554495029387
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,1,1,4,0,0,1,7,0,0,1,0,5,68139002.95605196,0.0,1070507124.9696019,0.05636392840326188,47703930.85541228,0.0034346161194755004,14261651.781499248,0.0,62967163.32200457,0.0,115300000.0,20920.791069510346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,3,0,0,3,0,0,8,7,0,0,0,176781140.69875568,0.002568279297196892,1289690206.172927,0.07599549686862205,24198032.45136138,0.0,34768768.32229644,0.0,0.0,0.0,0.0,27207.84498323454
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,7,1,0,0,0,0,0,0,0,7,0,8,1,117657018.40774402,0.0,1782747502.160946,0.6913419117161856,0.0,0.0,14261651.781499248,0.0,81222228.2680157,0.0,371400000.0,0.0
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,0,7,0,0,3,3,0,0,0,7,0,7,103162272.08375776,0.0,784557851.2871252,0.27854379096435583,50962397.12067895,0.0,0.0,0.0,100105457.62015328,0.0,236500000.0,0.0
1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,7,5,1,3,0,2,0,0,0,5,0,0,6,4,3,185354345.85630804,0.0,306625224.36310315,0.03192517855534785,0.0,0.0,11068771.68625446,0.0,123577928.71281758,0.0,473000000.0,2719.638452515103
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,3,3,4,0,1,0,0,0,2,2,3,7,3,4,140805929.96478274,0.0,256668439.04320538,0.06861692623474328,14427135.55152236,0.011835964920068692,24843241.294171907,0.0,129299005.86489625,0.0,535300000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,7,0,3,0,0,0,1,3,1,0,7,1,0,0,110130504.5881955,0.0,560139841.6857245,0.07713171396280406,45324187.55237766,0.0,21069784.935395602,0.0,25037214.086173728,0.0,151900000.0,6597.60221131553
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,3,5,0,0,0,2,6,1,5,0,1,32694901.094161935,0.0,650538532.7911505,0.029687245980336556,33331493.72209746,0.004188445920509512,29063508.478198,0.0,66294113.011456475,0.0,402100000.0,11411.767163824848
1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,3,7,0,0,0,1,5,4,3,1,3,0,1,112454988.58836943,0.0,81393306.04134458,0.003669416066404206,107185280.05892146,0.04804554933539666,27361462.96777778,0.0,58044072.09764524,0.0,448400000.0,0.0
0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,5,2,3,7,0,0,1,0,0,2,5,4,32694901.094161935,0.0,185410932.62665856,0.006546881687632982,34221561.73832255,0.0,6320800.309666242,0.0,109031730.07743669,0.0,822100000.0,0.0
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,6,0,0,0,2,0,4,2,1,0,0,4,32694901.094161935,0.0,110861364.29012069,0.007183411926719877,49768296.42794737,0.008201227008861226,25814602.496021114,0.0,78051467.00193505,0.00688979930440007,438700000.0,1507.4242443792132
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,0,7,0,0,0,4,7,0,0,0,5,0,8,95486976.46933737,0.0,119549513.11506593,0.0031810544762603706,458782322.81955045,0.04859936597613103,0.0,0.0,94006162.86541712,0.0,340700000.0,7904.846016414624
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,3,8,1,1,0,0,3,89068254.21950817,0.0,118958762.28419031,0.020684901582123515,217410469.37397376,0.16059546569092678,32931700.191222347,0.0,71001840.8488418,0.017327264436805642,30700000.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,0,0,0,0,3,4,0,0,0,7,0,0,167798331.6592725,0.0,2198367541.823331,0.13146913101619784,53401633.19836887,0.0,0.0,0.0,44193513.54513965,0.0,84600000.0,48219.56344682202
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,7,0,0,2,3,0,0,0,0,0,0,1,0,0,68139002.95605196,0.0,1035327678.7715485,0.0443557475403175,4705189.3487207955,0.0004584366548479051,0.0,0.0,25037214.086173728,0.0,351800000.0,25958.539439203832
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,3,1,4,7,0,0,0,0,0,0,5,0,6,96223098.04916811,0.0,634738281.172474,0.18096466767905584,33331493.72209746,0.027922972803396742,0.0,0.0,84317877.34823732,0.0,402100000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,7,0,5,0,5,0,0,3,2,0,0,3,0,238400207.85263282,0.0,871090168.5035498,0.3234695688763793,28798397.130608946,0.0,16563094.679399516,0.0,30351526.042379983,0.0,30700000.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,7,7,2,0,2,1,7,0,0,0,0,0,4,0,0,213977821.79557136,0.0,1327150033.2521853,0.17960706854423786,34221561.73832255,0.0,0.0,0.0,33377116.55719709,0.0,286800000.0,16373.577516451136
0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,0,7,8,0,0,3,1,0,6,2,10,1,5,0,68139002.95605196,0.0,81277411.11097889,0.0,46650169.32145682,0.0,48226955.76796037,0.0,125045380.98986961,0.0032526525769508642,535300000.0,1844.3297565396042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,3,3,0,6,7,8,4,1,2,4,3,0,96223098.04916811,0.0,409560686.51902235,0.019759663592690973,130971825.23430848,0.0,25598630.615849145,0.0,68094717.76275629,0.0,0.0,6545.136993921644
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,7,0,2,6,1,0,6,0,2,1,0,7,32694901.094161935,0.0,132914626.2429362,0.000372472134876188,56232105.137590505,0.0,21556221.14781617,0.0,133802698.47203529,0.004102456737540023,321100000.0,1628.504070022837
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,6,0,7,0,0,7,0,7,3,0,4,119714365.97456834,0.0,170452536.17528647,0.0012845890025321497,34221561.73832255,0.0,32304948.475029543,0.0,74556803.1909737,0.00321712994755663,84600000.0,0.0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,5,3,7,0,3,1,0,0,1,0,5,0,1,0,140249369.74390027,0.0,133844205.0086204,0.0,20299287.62732069,0.0,17767801.395336673,0.0,122325151.26244105,0.04228142459875833,469400000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,3,0,0,0,0,2,7,5,98840323.88877058,0.01712186198131261,111590672.95524746,0.020598513010571307,72728830.78046925,0.022897440796503334,0.0,0.0,124470902.91130859,0.0,30700000.0,0.0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,4,6,3,5,0,0,0,7,0,2,3,2,78453877.84187987,0.0,349051345.57630014,0.009865717079054571,28798397.130608946,0.0,14261651.781499248,0.0,92662769.00512359,0.0,302400000.0,3231.7363965172976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,0,0,6,7,2,7,0,0,0,3,3,162790738.81847763,0.0,147380017.5811222,0.03666957851546504,107574201.39956039,0.0,14261651.781499248,0.0,127506020.9284249,0.027194184904602025,0.0,0.0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,8,0,7,3,0,0,1,4,1,1,6,4,0,0,135122680.3738662,0.0,136522918.2706167,0.0012108486260552528,104354749.95940265,0.04750117575433133,26318922.396294314,0.0,33377116.55719709,0.0,182600000.0,0.0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,6,6,2,7,7,0,5,1,0,6,0,5,3,0,0,190752725.17539954,0.0,168784832.1106643,0.00014898885395047518,52811167.63503672,0.0,26127534.665142894,0.0,30351526.042379983,0.0,151900000.0,69.50528241385985
1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,3,0,0,0,7,4,0,0,1,0,6,0,6,0,0,0,0.0,0.0,140822678.00042614,0.0,25000017.042311024,0.000457792418856066,27984209.217288204,0.0,79930397.18929704,0.004102437809300663,1110800000.0,2521.082055209538
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,4,2,0,6,3,7,0.0,0.0,170950624.9458292,0.006894967194041172,280718977.2927374,0.23237099914777518,18081997.288140487,0.0,137202819.23217666,0.0,115300000.0,0.0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,8,7,0,0,2,0,0,0,0,0,0,0,0,0,1,165451712.33502477,0.0,1433028556.7306876,0.20044682239792128,0.0,0.0,0.0,0.0,25037214.086173728,0.0,333100000.0,18322.723742376074
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,3,1,7,0,5,0,1,3,3,4,0,0,66507014.9338145,0.0,384348032.8929142,0.010613396532289049,28798397.130608946,0.0,24732500.84179449,0.0,33377116.55719709,0.0,146000000.0,5571.886283474472
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,1,0,0,1,1,7,7,53972506.18695759,0.0,888299194.5277423,0.311652924501628,25142951.422868136,0.003986993701008571,6320800.309666242,0.0,128563360.84755757,0.0,497000000.0,0.0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,9,0,1,5,1,0,2,0,0,7,0,0,47847947.961454235,0.0,141741570.95077625,0.0,52811167.63503672,0.0,7332080.219521779,0.0,44193513.54513965,0.0,538900000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,1,6,6,0,5,3,4,5,2,3,1,0,4,66507014.9338145,0.0,161977617.0892381,0.0008190420111311443,91969144.10934505,0.0,30437086.103021316,0.0,91984167.66705412,0.0016912569839503335,151900000.0,1356.6889470854658
0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,3,0,0,0,7,6,0,2,0,3,2,2,1,3,1,0,0.0,0.0,156873190.62123483,0.0,48047840.36663434,0.0,22403857.762533523,0.0,58044072.09764524,0.0,862300000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,1,5,0,4,7,3,1,1,6,7,60717312.84309486,0.0,219190595.62559742,0.05040231036525792,60031921.43603267,0.0,33801522.61574014,0.0,122599016.390075,0.0,30700000.0,0.0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,6,1,6,8,0,0,1,4,3,0,3,0,2,3,7,177532123.52496576,0.0,81277411.11097889,0.0,104604560.09226353,0.0028500705452598795,8453407.696608048,0.0,112317596.24522522,0.0,182600000.0,607.2891866485054
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,4,1,3,1,0,7,3,0,0,7,8,3,32694901.094161935,0.0,216587754.13642827,0.02726902158962793,55690229.411618516,0.0,8453407.696608048,0.0,155749708.72012368,0.0,438700000.0,0.0
1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,3,0,9,0,4,1,0,1,0,0,6,2,1,0,1,1,85264360.79025151,0.0,216392563.17477727,0.00619999448538665,20299287.62732069,0.0,29826314.78444877,0.0,50929971.20054293,0.0,704500000.0,3114.3882646995344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,3,0,6,5,1,7,4,6,5,0,6,83687277.02147828,0.00616387031327254,166473553.722367,0.0,96005792.06789789,0.0,44742206.00051556,0.0,84317877.34823732,0.0,0.0,175.87780283061073
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,7,4,4,6,0,7,1,0,1,5,0,5,82177854.37813279,0.0,233452192.82938892,0.000848281193669432,73264038.44066289,0.0,12857587.774250694,0.0,80062858.44864091,0.0,84600000.0,394.455659226645
0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,3,4,7,0,6,0,0,3,1,1,0,0,0,1,0,0,125788764.77143934,0.0,111452115.12099631,0.0024571260333934326,69869514.91937588,0.0,0.0,0.0,25037214.086173728,0.0,577200000.0,1168.3317388999312
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,7,0,7,0,0,2,0,0,0,0,0,5,0,0,103162272.08375776,0.0,81393306.04134458,0.001320989783905514,22167818.198803753,0.0,0.0,0.0,36676675.840294495,0.0,535300000.0,100.5470516668058
0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,1,3,0,2,0,4,72222705.9376919,0.0,1144488761.964462,0.44102031858487356,0.0,0.0,15063068.18035096,0.0,63275368.490582086,0.0,635500000.0,0.0
0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,7,0,1,2,0,5,7,0,3,5,0,0,47847947.961454235,0.0,127086953.85487768,0.002446277377602804,52967973.44432734,0.0,24956580.074387155,0.0,36676675.840294495,0.0,535300000.0,0.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,32694901.094161935,0.0,2198367541.823331,0.3155259144388748,0.0,0.0,15063068.18035096,0.0,25037214.086173728,0.0,302400000.0,29045.195864438676
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,7,0,0,7,1,0,0,0,0,5,7,0,71223146.50296113,0.0,81393306.04134458,0.003669416066404206,59903444.52010451,0.0,0.0,0.0,88954800.96600011,0.0,402100000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,2,0,0,1,0,4,4,5,119252509.8856793,0.0,2236612663.775095,0.8764608734413187,22167818.198803753,0.0,6320800.309666242,0.0,119543062.21545857,0.0,0.0,0.0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,1,6,0,1,5,0,4,0.0,0.0,1020474627.2889304,0.36738623933905923,41292219.28177295,0.0,20319063.206658736,0.0,76159688.97366215,0.0,504600000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,5,2,2,3,1,7,0,3,8,4,0,10,78453877.84187987,0.0,249563827.71504033,0.0045378478465544535,85794511.8959807,0.0,26270762.1853038,0.0,99922467.84492022,0.0,0.0,2207.499405117435
1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,3,3,1,4,2,0,1,0,0,1,0,0,0,1,0,3,133184765.95309454,0.0,782780040.7873789,0.034266476212010635,20299287.62732069,0.0,0.0,0.0,56425877.743436806,0.0,660100000.0,18804.68633028484
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,7,3,0,1,0,0,1,3,3,5,0,0,0,154372360.49308634,0.0,578625816.1428051,0.20573487326490789,25347855.9280428,0.004253395604989488,31344421.666561536,0.0,0.0,0.0,115300000.0,0.0
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,6,0,6,0,1,1,0,0,0,0,0,1,5,7,0,134996357.6629468,0.0,1692387097.208609,0.6379610315338886,0.0,0.0,6320800.309666242,0.0,88954800.96600011,0.0,795000000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,3,0,0,0,0,7,6,0,0,82177854.37813279,0.0,2137066695.4533944,0.10078640125385853,24198032.45136138,0.0,14261651.781499248,0.0,40273672.383724004,0.0,30700000.0,68437.54255983792
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,6,0,0,1,0,0,2,1,8,1,1,4,152977127.78194904,0.007704837891590675,66045103.44010488,0.0,20299287.62732069,0.0,31909589.793611247,0.0,137591768.51329213,0.003315670514978961,348200000.0,2101.5743866538487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,7,5,4,3,1,0,0,152977127.78194904,0.05136558594393783,650826542.5809709,0.23856843361370075,77892499.82878676,0.0,33975899.12695761,0.0,25037214.086173728,0.0,0.0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,7,1,0,4,0,1,0,0,0,1,3,5,148992572.8637129,0.0,142637361.41760653,0.009638187952309566,54884704.08591682,0.004581877598208089,9161037.772130245,0.0024301572015759986,149343162.03192306,0.022104470099859736,84600000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,1,0,0,1,0,1,83687277.02147828,0.01712186198131261,103744324.9464431,0.013789934388082344,217011589.20060757,0.16475864375057286,6320800.309666242,0.0,101894629.99036528,0.022104470099859736,30700000.0,0.0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,6,3,1,6,0,6,3,0,2,6,0,0,0,0,176479616.8250004,0.0,722058954.7847996,0.036959261941413954,61001668.01785916,0.0,20793414.8415654,0.0,8694202.76842168,0.0005536579365109734,327000000.0,13693.853775470337
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1,0,7,0.0,0.0,1083284503.4871185,0.40707305217230405,540700851.4770107,0.4420049645551409,6320800.309666242,0.0,70740857.80294001,0.0,558500000.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,3,0,0,1,1,0,0,8,7,0,0,0,0,127423919.6104176,0.0020546234377575127,1862881529.6467903,0.0854907590100526,20299287.62732069,0.0,34768768.32229644,0.0,0.0,0.0,61400000.0,50610.46899891387
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,6,6,32694901.094161935,0.0,2094731314.7610192,0.8146752265585855,0.0,0.0,16347288.792964684,0.0,89542814.51096618,0.0,146000000.0,0.0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,2,0,0,0,0,3,7,7,0,7,72222705.9376919,0.0,1298100157.3186014,0.47656802965091777,0.0,0.0,24227584.784522224,0.0,100105457.62015328,0.0,182600000.0,0.0
0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,4,0,0,1,0,0,7,0,2,72222705.9376919,0.0,1171398491.6874602,0.43551627012840743,26403379.542306438,0.0,6320800.309666242,0.0,79084435.94406682,0.0,402100000.0,0.0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,3,0,0,0,1,0,0,4,60717312.84309486,0.0,1126909640.3792367,0.4236965188678339,28872375.61445383,0.003783174443853339,6320800.309666242,0.0,33377116.55719709,0.0,520200000.0,0.0
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,3,8,3,0,0,0,0,5,4,0,0,1,0,161627713.2859488,0.0,143874485.18893084,0.0,199733559.9242196,0.16597703511096554,22537573.22754236,0.0,25037214.086173728,0.0,236500000.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,7,7,0,2,4,1,0,0,0,6,6,0,6,173820755.1778444,0.0,157916547.75375977,0.001654792126569881,49622725.1402255,0.0,21747495.770908352,0.0002916188641891198,89542814.51096618,0.0,30700000.0,1063.255953965085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8,0,5,6,0,0,7,7,1,1,0,7,106293784.88118687,0.0,164533490.290528,0.0025691780050642993,31398797.71871161,0.0,42422238.37366619,0.0,193100509.02358714,0.053372971466942344,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,0,4,0,0,0,3,0,3,0,0,0,2,251532079.62498075,0.0,1092545566.4843292,0.1525307467924202,388545028.44975936,0.10701714317295874,8453407.696608048,0.0,27578229.96765524,0.0,84600000.0,17506.73695663361
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,1,0,0,1,0,3,0,0,3,0,0,3,88511693.9986257,0.0,1793257932.6853504,0.6976065843601872,45324187.55237766,0.0,8453407.696608048,0.0,30351526.042379983,0.0,411600000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,1,0,3,3,1,0,0,1,0,0,111709688.77041121,0.00616387031327254,2002967329.512966,0.27805830915184493,55636740.283771396,0.001361942799787202,6320800.309666242,0.0,25037214.086173728,0.0,0.0,25579.498803829145
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,0,2,2,0,3,0,0,0,1,0.0,0.0,915276332.7141474,0.10772014839396656,108056728.7009038,0.019109488869602596,8453407.696608048,0.0,180440566.43193603,0.024235743067030836,217800000.0,12759.688486691164
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,0,0,7,1,0,0,0,1,3,0,1,0,0,95486976.46933737,0.0,863108047.8617688,0.04421715983069598,509181016.224211,0.0630302759216769,15063068.18035096,0.0,25037214.086173728,0.0,121200000.0,25276.336337866407
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,5,7,3,0,1,3,0,0,0,0,3,0,1,1,0,197870356.2461632,0.0,1006655288.1873896,0.12961580203000406,0.0,0.0,8453407.696608048,0.0,50929971.20054293,0.0,176700000.0,12248.93789538731
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,2,7,0,7,1,0,0,0,0,0,0,1,0,213977821.79557136,0.0,196894064.09107375,0.005089687162016592,381027447.2799166,0.1097569860974445,0.0,0.0,45362371.48940463,0.0031189075986250156,0.0,4388.368434709076
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,1,0,0,1,0,1,0,6,3,7,0,7,0,100714900.1874114,0.0,1862979272.1448894,0.2565033769159165,20299287.62732069,0.0,42225481.39786699,0.0,44193513.54513965,0.0,230600000.0,24363.39293286279
1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,7,0,0,9,0,1,0,4,0,0.0,0.0,942082043.9313567,0.34469218235612,34221561.73832255,0.0,26696770.02353885,0.0,33377116.55719709,0.0,660100000.0,0.0
0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,2,1,0,1,6,5,1,1,7,1,3,5,0,0,0,72222705.9376919,0.0,495077622.7855654,0.12321111115498098,77892499.82878676,0.0,27724085.642938957,0.0,0.0,0.0,1106400000.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,1,4,0,1,5,0,0,1,3,7,0,0,0,206678445.68097684,0.0,473421755.0684273,0.024343392474215422,28798397.130608946,0.0,31376262.396394357,0.0,0.0,0.0,84600000.0,7922.835656677749
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,4,6,0,0,0,0,0,1,0,6,1,0,0,119252509.8856793,0.0,111688415.45334655,0.0031027352373185274,277899942.584905,0.034267186406222665,19337348.34775413,0.0,25037214.086173728,0.0,115300000.0,5865.434407426721
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,6,0,0,1,4,7,0,3,0,0,0,1,0,0,144956226.29360634,0.0,1246254522.507846,0.054302769183830125,64835987.44502628,0.0,0.0,0.0,25037214.086173728,0.0,61400000.0,31665.935720605994
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,8,0,1,4,2,0,0,7,1,7,3,0,0,111601194.33864394,0.0,1436945612.4327176,0.06385958414353994,22167818.198803753,0.0,40918338.305804,0.0,30351526.042379983,0.0,333100000.0,36737.08335545245
0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,4,1,0,9,0,0,0,7,1,0,5,2,2,0,0,85246019.34861892,0.0,89992006.20155807,0.0,110145569.98471898,0.0419546065015881,19742157.81013341,0.0,40112060.26780498,0.005481608810379243,748700000.0,0.0
0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0.0,0.0,2102656227.2361407,0.09832447133812139,31398797.71871161,0.0,8453407.696608048,0.0,36676675.840294495,0.0,1523300000.0,57961.79804616602
0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,2,1,0,0,0,3,7,1,6,7,6,32694901.094161935,0.0,906650683.2106364,0.31292954157674524,4878282.4072541185,0.004028665761994252,33072527.325875208,0.0,156671621.12146983,0.0,1087700000.0,0.0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,8,6,3,0,2,1,3,0,3,0,4,0,0,212688694.07279128,0.0,139788317.14734802,0.006894967194041172,75828806.43307684,0.00446546244132557,8453407.696608048,0.0,33377116.55719709,0.0,199900000.0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,7,0,0,1,0,7,0,0,1,3,0,3,249537648.9634626,0.0,119549513.11506593,0.002544843581008296,296023653.24367595,0.024362363375403977,6320800.309666242,0.0,63921995.57957761,0.0,84600000.0,6280.2784223284025
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,0,3,3,2,1,6,0,0,0,66507014.9338145,0.0,1485770401.3930328,0.5550863099957546,50962397.12067895,0.0,28013555.24906633,0.0,0.0,0.0,417700000.0,0.0
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,7,1,0,0,3,0,0,0,1,1,0,5,0,7,109503342.08350585,0.0,1630239309.306986,0.07482474485595504,0.0,0.0,12857587.774250694,0.0,88954800.96600011,0.0,454300000.0,43377.36368500939
0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,4,6,1,0,0,2,5,0,2,0,1,3,6,7,0,0,100714900.1874114,0.0,894590182.5835712,0.03709396940615853,22167818.198803753,0.0,29460091.538647782,0.0,44193513.54513965,0.0,521600000.0,25268.607852838384
0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,3,0,1,0,1,0,0,1,1,0,5,66507014.9338145,0.0,606583685.6310513,0.07469918849972619,41292219.28177295,0.0,6320800.309666242,0.0,62967163.32200457,0.0,485000000.0,6845.841354804992
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,7,7,2,0,0,1,0,0,6,0,0,0,37255203.23710208,0.0,249940568.63745794,0.0008399271415156357,497816987.5115793,0.04759089400184205,12586457.998778107,0.0,0.0,0.0,461900000.0,10769.804835398769
